{'hand': 'AJAAA', 'type': 1, 'hand_card_ranks': [0, 12, 0, 0, 0], 'bet': '521'}
{'hand': '32KJ2', 'type': 4, 'hand_card_ranks': [10, 11, 1, 12, 11], 'bet': '163'}
{'hand': '3242J', 'type': 4, 'hand_card_ranks': [10, 11, 9, 11, 12], 'bet': '717'}
{'hand': '3JA93', 'type': 4, 'hand_card_ranks': [10, 12, 0, 4, 10], 'bet': '7'}
{'hand': '2A333', 'type': 4, 'hand_card_ranks': [11, 0, 10, 10, 10], 'bet': '822'}
{'hand': '2KAKK', 'type': 4, 'hand_card_ranks': [11, 1, 0, 1, 1], 'bet': '204'}
{'hand': '2KK9J', 'type': 4, 'hand_card_ranks': [11, 1, 1, 4, 12], 'bet': '436'}
{'hand': '2KK8J', 'type': 4, 'hand_card_ranks': [11, 1, 1, 5, 12], 'bet': '664'}
{'hand': '2K224', 'type': 4, 'hand_card_ranks': [11, 1, 11, 11, 9], 'bet': '802'}
{'hand': '2999T', 'type': 4, 'hand_card_ranks': [11, 4, 4, 4, 3], 'bet': '750'}
{'hand': '2922K', 'type': 4, 'hand_card_ranks': [11, 4, 11, 11, 1], 'bet': '900'}
{'hand': '28622', 'type': 4, 'hand_card_ranks': [11, 5, 7, 11, 11], 'bet': '442'}
{'hand': '27J2T', 'type': 4, 'hand_card_ranks': [11, 6, 12, 11, 3], 'bet': '693'}
{'hand': '26292', 'type': 4, 'hand_card_ranks': [11, 7, 11, 4, 11], 'bet': '145'}
{'hand': '25QJ2', 'type': 4, 'hand_card_ranks': [11, 8, 2, 12, 11], 'bet': '228'}
{'hand': '2522A', 'type': 4, 'hand_card_ranks': [11, 8, 11, 11, 0], 'bet': '451'}
{'hand': '24KKK', 'type': 4, 'hand_card_ranks': [11, 9, 1, 1, 1], 'bet': '448'}
{'hand': '24443', 'type': 4, 'hand_card_ranks': [11, 9, 9, 9, 10], 'bet': '421'}
{'hand': '22Q8J', 'type': 4, 'hand_card_ranks': [11, 11, 2, 5, 12], 'bet': '165'}
{'hand': '22932', 'type': 4, 'hand_card_ranks': [11, 11, 4, 10, 11], 'bet': '762'}
{'hand': '22523', 'type': 4, 'hand_card_ranks': [11, 11, 8, 11, 10], 'bet': '800'}
{'hand': '22J75', 'type': 4, 'hand_card_ranks': [11, 11, 12, 6, 8], 'bet': '43'}
{'hand': '2JAA3', 'type': 4, 'hand_card_ranks': [11, 12, 0, 0, 10], 'bet': '3'}
{'hand': '2J553', 'type': 4, 'hand_card_ranks': [11, 12, 8, 8, 10], 'bet': '754'}
{'hand': '2J2T4', 'type': 4, 'hand_card_ranks': [11, 12, 11, 3, 9], 'bet': '150'}
{'hand': 'JA9KK', 'type': 4, 'hand_card_ranks': [12, 0, 4, 1, 1], 'bet': '855'}
{'hand': 'JA6A2', 'type': 4, 'hand_card_ranks': [12, 0, 7, 0, 11], 'bet': '591'}
{'hand': 'JKK38', 'type': 4, 'hand_card_ranks': [12, 1, 1, 10, 5], 'bet': '698'}
{'hand': 'JQ4Q2', 'type': 4, 'hand_card_ranks': [12, 2, 9, 2, 11], 'bet': '250'}
{'hand': 'JQ2Q8', 'type': 4, 'hand_card_ranks': [12, 2, 11, 2, 5], 'bet': '461'}
{'hand': 'JQ272', 'type': 4, 'hand_card_ranks': [12, 2, 11, 6, 11], 'bet': '849'}
{'hand': 'JTKAT', 'type': 4, 'hand_card_ranks': [12, 3, 1, 0, 3], 'bet': '252'}
{'hand': 'JT993', 'type': 4, 'hand_card_ranks': [12, 3, 4, 4, 10], 'bet': '105'}
{'hand': 'J9TJ2', 'type': 4, 'hand_card_ranks': [12, 4, 3, 12, 11], 'bet': '798'}
{'hand': 'J9829', 'type': 4, 'hand_card_ranks': [12, 4, 5, 11, 4], 'bet': '425'}
{'hand': 'J95KK', 'type': 4, 'hand_card_ranks': [12, 4, 8, 1, 1], 'bet': '241'}
{'hand': 'J8A78', 'type': 4, 'hand_card_ranks': [12, 5, 0, 6, 5], 'bet': '175'}
{'hand': 'J89Q8', 'type': 4, 'hand_card_ranks': [12, 5, 4, 2, 5], 'bet': '40'}
{'hand': 'J843J', 'type': 4, 'hand_card_ranks': [12, 5, 9, 10, 12], 'bet': '760'}
{'hand': 'J7883', 'type': 4, 'hand_card_ranks': [12, 6, 5, 5, 10], 'bet': '678'}
{'hand': 'J6T9T', 'type': 4, 'hand_card_ranks': [12, 7, 3, 4, 3], 'bet': '447'}
{'hand': 'J6T33', 'type': 4, 'hand_card_ranks': [12, 7, 3, 10, 10], 'bet': '486'}
{'hand': 'J68K8', 'type': 4, 'hand_card_ranks': [12, 7, 5, 1, 5], 'bet': '82'}
{'hand': 'J6J53', 'type': 4, 'hand_card_ranks': [12, 7, 12, 8, 10], 'bet': '896'}
{'hand': 'J4742', 'type': 4, 'hand_card_ranks': [12, 9, 6, 9, 11], 'bet': '390'}
{'hand': 'J455T', 'type': 4, 'hand_card_ranks': [12, 9, 8, 8, 3], 'bet': '305'}
{'hand': 'J3A3K', 'type': 4, 'hand_card_ranks': [12, 10, 0, 10, 1], 'bet': '199'}
{'hand': 'J3K39', 'type': 4, 'hand_card_ranks': [12, 10, 1, 10, 4], 'bet': '340'}
{'hand': 'J3Q3K', 'type': 4, 'hand_card_ranks': [12, 10, 2, 10, 1], 'bet': '310'}
{'hand': 'J3936', 'type': 4, 'hand_card_ranks': [12, 10, 4, 10, 7], 'bet': '259'}
{'hand': 'J34K4', 'type': 4, 'hand_card_ranks': [12, 10, 9, 1, 9], 'bet': '85'}
{'hand': 'J33K5', 'type': 4, 'hand_card_ranks': [12, 10, 10, 1, 8], 'bet': '915'}
{'hand': 'J2852', 'type': 4, 'hand_card_ranks': [12, 11, 5, 8, 11], 'bet': '708'}
{'hand': 'J282T', 'type': 4, 'hand_card_ranks': [12, 11, 5, 11, 3], 'bet': '173'}
{'hand': 'J2J35', 'type': 4, 'hand_card_ranks': [12, 11, 12, 10, 8], 'bet': '313'}
{'hand': 'AAK99', 'type': 5, 'hand_card_ranks': [0, 0, 1, 4, 4], 'bet': '365'}
{'hand': 'AA868', 'type': 5, 'hand_card_ranks': [0, 0, 5, 7, 5], 'bet': '744'}
{'hand': 'AA22Q', 'type': 5, 'hand_card_ranks': [0, 0, 11, 11, 2], 'bet': '768'}
{'hand': 'AQ5AQ', 'type': 5, 'hand_card_ranks': [0, 2, 8, 0, 2], 'bet': '156'}
{'hand': 'ATKTA', 'type': 5, 'hand_card_ranks': [0, 3, 1, 3, 0], 'bet': '499'}
{'hand': 'A94A9', 'type': 5, 'hand_card_ranks': [0, 4, 9, 0, 4], 'bet': '561'}
{'hand': 'A2828', 'type': 5, 'hand_card_ranks': [0, 11, 5, 11, 5], 'bet': '131'}
{'hand': 'KKAA8', 'type': 5, 'hand_card_ranks': [1, 1, 0, 0, 5], 'bet': '671'}
{'hand': 'KK979', 'type': 5, 'hand_card_ranks': [1, 1, 4, 6, 4], 'bet': '289'}
{'hand': 'KQAKA', 'type': 5, 'hand_card_ranks': [1, 2, 0, 1, 0], 'bet': '391'}
{'hand': 'KQK9Q', 'type': 5, 'hand_card_ranks': [1, 2, 1, 4, 2], 'bet': '273'}
{'hand': 'KQ4K4', 'type': 5, 'hand_card_ranks': [1, 2, 9, 1, 9], 'bet': '603'}
{'hand': 'KTK9T', 'type': 5, 'hand_card_ranks': [1, 3, 1, 4, 3], 'bet': '164'}
{'hand': 'KT2T2', 'type': 5, 'hand_card_ranks': [1, 3, 11, 3, 11], 'bet': '594'}
{'hand': 'K9K88', 'type': 5, 'hand_card_ranks': [1, 4, 1, 5, 5], 'bet': '463'}
{'hand': 'K944K', 'type': 5, 'hand_card_ranks': [1, 4, 9, 9, 1], 'bet': '470'}
{'hand': 'K7TK7', 'type': 5, 'hand_card_ranks': [1, 6, 3, 1, 6], 'bet': '921'}
{'hand': 'K52K2', 'type': 5, 'hand_card_ranks': [1, 8, 11, 1, 11], 'bet': '689'}
{'hand': 'K3QKQ', 'type': 5, 'hand_card_ranks': [1, 10, 2, 1, 2], 'bet': '673'}
{'hand': 'K33K9', 'type': 5, 'hand_card_ranks': [1, 10, 10, 1, 4], 'bet': '506'}
{'hand': 'K33K2', 'type': 5, 'hand_card_ranks': [1, 10, 10, 1, 11], 'bet': '281'}
{'hand': 'QQ227', 'type': 5, 'hand_card_ranks': [2, 2, 11, 11, 6], 'bet': '478'}
{'hand': 'QQ223', 'type': 5, 'hand_card_ranks': [2, 2, 11, 11, 10], 'bet': '632'}
{'hand': 'QTQ9T', 'type': 5, 'hand_card_ranks': [2, 3, 2, 4, 3], 'bet': '494'}
{'hand': 'QT4TQ', 'type': 5, 'hand_card_ranks': [2, 3, 9, 3, 2], 'bet': '894'}
{'hand': 'Q85Q8', 'type': 5, 'hand_card_ranks': [2, 5, 8, 2, 5], 'bet': '414'}
{'hand': 'Q844Q', 'type': 5, 'hand_card_ranks': [2, 5, 9, 9, 2], 'bet': '819'}
{'hand': 'Q7QK7', 'type': 5, 'hand_card_ranks': [2, 6, 2, 1, 6], 'bet': '318'}
{'hand': 'Q5QA5', 'type': 5, 'hand_card_ranks': [2, 8, 2, 0, 8], 'bet': '839'}
{'hand': 'Q2KQK', 'type': 5, 'hand_card_ranks': [2, 11, 1, 2, 1], 'bet': '622'}
{'hand': 'Q2442', 'type': 5, 'hand_card_ranks': [2, 11, 9, 9, 11], 'bet': '423'}
{'hand': 'TATA6', 'type': 5, 'hand_card_ranks': [3, 0, 3, 0, 7], 'bet': '946'}
{'hand': 'TKT8K', 'type': 5, 'hand_card_ranks': [3, 1, 3, 5, 1], 'bet': '379'}
{'hand': 'TKT88', 'type': 5, 'hand_card_ranks': [3, 1, 3, 5, 5], 'bet': '653'}
{'hand': 'TTK33', 'type': 5, 'hand_card_ranks': [3, 3, 1, 10, 10], 'bet': '226'}
{'hand': 'TT884', 'type': 5, 'hand_card_ranks': [3, 3, 5, 5, 9], 'bet': '945'}
{'hand': 'T99T2', 'type': 5, 'hand_card_ranks': [3, 4, 4, 3, 11], 'bet': '39'}
{'hand': 'T5A5A', 'type': 5, 'hand_card_ranks': [3, 8, 0, 8, 0], 'bet': '836'}
{'hand': 'T2T92', 'type': 5, 'hand_card_ranks': [3, 11, 3, 4, 11], 'bet': '346'}
{'hand': 'T225T', 'type': 5, 'hand_card_ranks': [3, 11, 11, 8, 3], 'bet': '246'}
{'hand': '9K9TT', 'type': 5, 'hand_card_ranks': [4, 1, 4, 3, 3], 'bet': '658'}
{'hand': '9K96K', 'type': 5, 'hand_card_ranks': [4, 1, 4, 7, 1], 'bet': '13'}
{'hand': '9K779', 'type': 5, 'hand_card_ranks': [4, 1, 6, 6, 4], 'bet': '909'}
{'hand': '9K49K', 'type': 5, 'hand_card_ranks': [4, 1, 9, 4, 1], 'bet': '295'}
{'hand': '9T6T9', 'type': 5, 'hand_card_ranks': [4, 3, 7, 3, 4], 'bet': '36'}
{'hand': '9T449', 'type': 5, 'hand_card_ranks': [4, 3, 9, 9, 4], 'bet': '715'}
{'hand': '99655', 'type': 5, 'hand_card_ranks': [4, 4, 7, 8, 8], 'bet': '186'}
{'hand': '97933', 'type': 5, 'hand_card_ranks': [4, 6, 4, 10, 10], 'bet': '995'}
{'hand': '96967', 'type': 5, 'hand_card_ranks': [4, 7, 4, 7, 6], 'bet': '57'}
{'hand': '959A5', 'type': 5, 'hand_card_ranks': [4, 8, 4, 0, 8], 'bet': '783'}
{'hand': '9595Q', 'type': 5, 'hand_card_ranks': [4, 8, 4, 8, 2], 'bet': '480'}
{'hand': '8K99K', 'type': 5, 'hand_card_ranks': [5, 1, 4, 4, 1], 'bet': '727'}
{'hand': '8K899', 'type': 5, 'hand_card_ranks': [5, 1, 5, 4, 4], 'bet': '944'}
{'hand': '89484', 'type': 5, 'hand_card_ranks': [5, 4, 9, 5, 9], 'bet': '439'}
{'hand': '88AA7', 'type': 5, 'hand_card_ranks': [5, 5, 0, 0, 6], 'bet': '211'}
{'hand': '88757', 'type': 5, 'hand_card_ranks': [5, 5, 6, 8, 6], 'bet': '769'}
{'hand': '88443', 'type': 5, 'hand_card_ranks': [5, 5, 9, 9, 10], 'bet': '404'}
{'hand': '83834', 'type': 5, 'hand_card_ranks': [5, 10, 5, 10, 9], 'bet': '458'}
{'hand': '83773', 'type': 5, 'hand_card_ranks': [5, 10, 6, 6, 10], 'bet': '763'}
{'hand': '7AAKK', 'type': 5, 'hand_card_ranks': [6, 0, 0, 1, 1], 'bet': '377'}
{'hand': '7A667', 'type': 5, 'hand_card_ranks': [6, 0, 7, 7, 6], 'bet': '869'}
{'hand': '7TKT7', 'type': 5, 'hand_card_ranks': [6, 3, 1, 3, 6], 'bet': '209'}
{'hand': '7T887', 'type': 5, 'hand_card_ranks': [6, 3, 5, 5, 6], 'bet': '662'}
{'hand': '797AA', 'type': 5, 'hand_card_ranks': [6, 4, 6, 0, 0], 'bet': '842'}
{'hand': '78837', 'type': 5, 'hand_card_ranks': [6, 5, 5, 10, 6], 'bet': '138'}
{'hand': '7474T', 'type': 5, 'hand_card_ranks': [6, 9, 6, 9, 3], 'bet': '699'}
{'hand': '73722', 'type': 5, 'hand_card_ranks': [6, 10, 6, 11, 11], 'bet': '711'}
{'hand': '6AA55', 'type': 5, 'hand_card_ranks': [7, 0, 0, 8, 8], 'bet': '956'}
{'hand': '6Q46Q', 'type': 5, 'hand_card_ranks': [7, 2, 9, 7, 2], 'bet': '679'}
{'hand': '6T33T', 'type': 5, 'hand_card_ranks': [7, 3, 10, 10, 3], 'bet': '271'}
{'hand': '67768', 'type': 5, 'hand_card_ranks': [7, 6, 6, 7, 5], 'bet': '140'}
{'hand': '66K33', 'type': 5, 'hand_card_ranks': [7, 7, 1, 10, 10], 'bet': '119'}
{'hand': '66933', 'type': 5, 'hand_card_ranks': [7, 7, 4, 10, 10], 'bet': '512'}
{'hand': '66755', 'type': 5, 'hand_card_ranks': [7, 7, 6, 8, 8], 'bet': '405'}
{'hand': '66588', 'type': 5, 'hand_card_ranks': [7, 7, 8, 5, 5], 'bet': '691'}
{'hand': '662AA', 'type': 5, 'hand_card_ranks': [7, 7, 11, 0, 0], 'bet': '714'}
{'hand': '64T4T', 'type': 5, 'hand_card_ranks': [7, 9, 3, 9, 3], 'bet': '795'}
{'hand': '63969', 'type': 5, 'hand_card_ranks': [7, 10, 4, 7, 4], 'bet': '821'}
{'hand': '622TT', 'type': 5, 'hand_card_ranks': [7, 11, 11, 3, 3], 'bet': '907'}
{'hand': '5KK75', 'type': 5, 'hand_card_ranks': [8, 1, 1, 6, 8], 'bet': '320'}
{'hand': '58833', 'type': 5, 'hand_card_ranks': [8, 5, 5, 10, 10], 'bet': '438'}
{'hand': '56A6A', 'type': 5, 'hand_card_ranks': [8, 7, 0, 7, 0], 'bet': '916'}
{'hand': '55877', 'type': 5, 'hand_card_ranks': [8, 8, 5, 6, 6], 'bet': '725'}
{'hand': '55466', 'type': 5, 'hand_card_ranks': [8, 8, 9, 7, 7], 'bet': '484'}
{'hand': '55338', 'type': 5, 'hand_card_ranks': [8, 8, 10, 10, 5], 'bet': '304'}
{'hand': '5522Q', 'type': 5, 'hand_card_ranks': [8, 8, 11, 11, 2], 'bet': '132'}
{'hand': '4K4KT', 'type': 5, 'hand_card_ranks': [9, 1, 9, 1, 3], 'bet': '135'}
{'hand': '4K466', 'type': 5, 'hand_card_ranks': [9, 1, 9, 7, 7], 'bet': '502'}
{'hand': '49AA4', 'type': 5, 'hand_card_ranks': [9, 4, 0, 0, 9], 'bet': '329'}
{'hand': '48774', 'type': 5, 'hand_card_ranks': [9, 5, 6, 6, 9], 'bet': '385'}
{'hand': '48478', 'type': 5, 'hand_card_ranks': [9, 5, 9, 6, 5], 'bet': '941'}
{'hand': '48282', 'type': 5, 'hand_card_ranks': [9, 5, 11, 5, 11], 'bet': '497'}
{'hand': '47466', 'type': 5, 'hand_card_ranks': [9, 6, 9, 7, 7], 'bet': '419'}
{'hand': '46886', 'type': 5, 'hand_card_ranks': [9, 7, 5, 5, 7], 'bet': '239'}
{'hand': '466KK', 'type': 5, 'hand_card_ranks': [9, 7, 7, 1, 1], 'bet': '576'}
{'hand': '46226', 'type': 5, 'hand_card_ranks': [9, 7, 11, 11, 7], 'bet': '908'}
{'hand': '44AQA', 'type': 5, 'hand_card_ranks': [9, 9, 0, 2, 0], 'bet': '91'}
{'hand': '447TT', 'type': 5, 'hand_card_ranks': [9, 9, 6, 3, 3], 'bet': '437'}
{'hand': '43422', 'type': 5, 'hand_card_ranks': [9, 10, 9, 11, 11], 'bet': '174'}
{'hand': '3ATTA', 'type': 5, 'hand_card_ranks': [10, 0, 3, 3, 0], 'bet': '861'}
{'hand': '3Q443', 'type': 5, 'hand_card_ranks': [10, 2, 9, 9, 10], 'bet': '306'}
{'hand': '36463', 'type': 5, 'hand_card_ranks': [10, 7, 9, 7, 10], 'bet': '780'}
{'hand': '35TT3', 'type': 5, 'hand_card_ranks': [10, 8, 3, 3, 10], 'bet': '500'}
{'hand': '344AA', 'type': 5, 'hand_card_ranks': [10, 9, 9, 0, 0], 'bet': '68'}
{'hand': '33944', 'type': 5, 'hand_card_ranks': [10, 10, 4, 9, 9], 'bet': '651'}
{'hand': '32Q3Q', 'type': 5, 'hand_card_ranks': [10, 11, 2, 10, 2], 'bet': '950'}
{'hand': '32TT2', 'type': 5, 'hand_card_ranks': [10, 11, 3, 3, 11], 'bet': '542'}
{'hand': '32329', 'type': 5, 'hand_card_ranks': [10, 11, 10, 11, 4], 'bet': '764'}
{'hand': '2A42A', 'type': 5, 'hand_card_ranks': [11, 0, 9, 11, 0], 'bet': '605'}
{'hand': '2K62K', 'type': 5, 'hand_card_ranks': [11, 1, 7, 11, 1], 'bet': '931'}
{'hand': '2K2K3', 'type': 5, 'hand_card_ranks': [11, 1, 11, 1, 10], 'bet': '710'}
{'hand': '2T7T2', 'type': 5, 'hand_card_ranks': [11, 3, 6, 3, 11], 'bet': '785'}
{'hand': '29629', 'type': 5, 'hand_card_ranks': [11, 4, 7, 11, 4], 'bet': '776'}
{'hand': '27AA7', 'type': 5, 'hand_card_ranks': [11, 6, 0, 0, 6], 'bet': '24'}
{'hand': '25AA5', 'type': 5, 'hand_card_ranks': [11, 8, 0, 0, 8], 'bet': '293'}
{'hand': '25A25', 'type': 5, 'hand_card_ranks': [11, 8, 0, 11, 8], 'bet': '11'}
{'hand': '25528', 'type': 5, 'hand_card_ranks': [11, 8, 8, 11, 5], 'bet': '948'}
{'hand': '242TT', 'type': 5, 'hand_card_ranks': [11, 9, 11, 3, 3], 'bet': '902'}
{'hand': '23342', 'type': 5, 'hand_card_ranks': [11, 10, 10, 9, 11], 'bet': '47'}
{'hand': '227K7', 'type': 5, 'hand_card_ranks': [11, 11, 6, 1, 6], 'bet': '712'}
{'hand': 'AAQ3K', 'type': 6, 'hand_card_ranks': [0, 0, 2, 10, 1], 'bet': '873'}
{'hand': 'AA8Q7', 'type': 6, 'hand_card_ranks': [0, 0, 5, 2, 6], 'bet': '531'}
{'hand': 'AA75K', 'type': 6, 'hand_card_ranks': [0, 0, 6, 8, 1], 'bet': '71'}
{'hand': 'AQ6J2', 'type': 6, 'hand_card_ranks': [0, 2, 7, 12, 11], 'bet': '517'}
{'hand': 'AQJ93', 'type': 6, 'hand_card_ranks': [0, 2, 12, 4, 10], 'bet': '490'}
{'hand': 'A89J5', 'type': 6, 'hand_card_ranks': [0, 5, 4, 12, 8], 'bet': '446'}
{'hand': 'A7TKA', 'type': 6, 'hand_card_ranks': [0, 6, 3, 1, 0], 'bet': '559'}
{'hand': 'A7JTQ', 'type': 6, 'hand_card_ranks': [0, 6, 12, 3, 2], 'bet': '930'}
{'hand': 'A5592', 'type': 6, 'hand_card_ranks': [0, 8, 8, 4, 11], 'bet': '845'}
{'hand': 'A4929', 'type': 6, 'hand_card_ranks': [0, 9, 4, 11, 4], 'bet': '713'}
{'hand': 'A36T6', 'type': 6, 'hand_card_ranks': [0, 10, 7, 3, 7], 'bet': '987'}
{'hand': 'AJQ57', 'type': 6, 'hand_card_ranks': [0, 12, 2, 8, 6], 'bet': '883'}
{'hand': 'AJ647', 'type': 6, 'hand_card_ranks': [0, 12, 7, 9, 6], 'bet': '146'}
{'hand': 'KA8KT', 'type': 6, 'hand_card_ranks': [1, 0, 5, 1, 3], 'bet': '816'}
{'hand': 'KK354', 'type': 6, 'hand_card_ranks': [1, 1, 10, 8, 9], 'bet': '979'}
{'hand': 'KQATT', 'type': 6, 'hand_card_ranks': [1, 2, 0, 3, 3], 'bet': '929'}
{'hand': 'KQ53K', 'type': 6, 'hand_card_ranks': [1, 2, 8, 10, 1], 'bet': '954'}
{'hand': 'KT4T3', 'type': 6, 'hand_card_ranks': [1, 3, 9, 3, 10], 'bet': '924'}
{'hand': 'K95A5', 'type': 6, 'hand_card_ranks': [1, 4, 8, 0, 8], 'bet': '601'}
{'hand': 'K7K4A', 'type': 6, 'hand_card_ranks': [1, 6, 1, 9, 0], 'bet': '983'}
{'hand': 'K7JA5', 'type': 6, 'hand_card_ranks': [1, 6, 12, 0, 8], 'bet': '903'}
{'hand': 'K62K9', 'type': 6, 'hand_card_ranks': [1, 7, 11, 1, 4], 'bet': '341'}
{'hand': 'K5K7Q', 'type': 6, 'hand_card_ranks': [1, 8, 1, 6, 2], 'bet': '139'}
{'hand': 'K2K8T', 'type': 6, 'hand_card_ranks': [1, 11, 1, 5, 3], 'bet': '477'}
{'hand': 'K2T9T', 'type': 6, 'hand_card_ranks': [1, 11, 3, 4, 3], 'bet': '649'}
{'hand': 'KJ93A', 'type': 6, 'hand_card_ranks': [1, 12, 4, 10, 0], 'bet': '674'}
{'hand': 'KJ524', 'type': 6, 'hand_card_ranks': [1, 12, 8, 11, 9], 'bet': '638'}
{'hand': 'KJ3Q4', 'type': 6, 'hand_card_ranks': [1, 12, 10, 2, 9], 'bet': '362'}
{'hand': 'QA59J', 'type': 6, 'hand_card_ranks': [2, 0, 8, 4, 12], 'bet': '432'}
{'hand': 'QA23Q', 'type': 6, 'hand_card_ranks': [2, 0, 11, 10, 2], 'bet': '240'}
{'hand': 'QKKT6', 'type': 6, 'hand_card_ranks': [2, 1, 1, 3, 7], 'bet': '160'}
{'hand': 'Q976J', 'type': 6, 'hand_card_ranks': [2, 4, 6, 7, 12], 'bet': '541'}
{'hand': 'Q84JK', 'type': 6, 'hand_card_ranks': [2, 5, 9, 12, 1], 'bet': '272'}
{'hand': 'Q4A3A', 'type': 6, 'hand_card_ranks': [2, 9, 0, 10, 0], 'bet': '216'}
{'hand': 'Q496Q', 'type': 6, 'hand_card_ranks': [2, 9, 4, 7, 2], 'bet': '257'}
{'hand': 'Q4J78', 'type': 6, 'hand_card_ranks': [2, 9, 12, 6, 5], 'bet': '311'}
{'hand': 'Q3KA3', 'type': 6, 'hand_card_ranks': [2, 10, 1, 0, 10], 'bet': '857'}
{'hand': 'Q365Q', 'type': 6, 'hand_card_ranks': [2, 10, 7, 8, 2], 'bet': '277'}
{'hand': 'Q2T29', 'type': 6, 'hand_card_ranks': [2, 11, 3, 11, 4], 'bet': '202'}
{'hand': 'TA9J8', 'type': 6, 'hand_card_ranks': [3, 0, 4, 12, 5], 'bet': '231'}
{'hand': 'TA29T', 'type': 6, 'hand_card_ranks': [3, 0, 11, 4, 3], 'bet': '162'}
{'hand': 'TA2J6', 'type': 6, 'hand_card_ranks': [3, 0, 11, 12, 7], 'bet': '221'}
{'hand': 'TAJ78', 'type': 6, 'hand_card_ranks': [3, 0, 12, 6, 5], 'bet': '539'}
{'hand': 'TK27J', 'type': 6, 'hand_card_ranks': [3, 1, 11, 6, 12], 'bet': '988'}
{'hand': 'TQKT3', 'type': 6, 'hand_card_ranks': [3, 2, 1, 3, 10], 'bet': '90'}
{'hand': 'TTA6Q', 'type': 6, 'hand_card_ranks': [3, 3, 0, 7, 2], 'bet': '332'}
{'hand': 'T9983', 'type': 6, 'hand_card_ranks': [3, 4, 4, 5, 10], 'bet': '75'}
{'hand': 'T87J4', 'type': 6, 'hand_card_ranks': [3, 5, 6, 12, 9], 'bet': '984'}
{'hand': 'T8J26', 'type': 6, 'hand_card_ranks': [3, 5, 12, 11, 7], 'bet': '773'}
{'hand': 'T78T3', 'type': 6, 'hand_card_ranks': [3, 6, 5, 3, 10], 'bet': '453'}
{'hand': 'T64QT', 'type': 6, 'hand_card_ranks': [3, 7, 9, 2, 3], 'bet': '812'}
{'hand': 'T596T', 'type': 6, 'hand_card_ranks': [3, 8, 4, 7, 3], 'bet': '971'}
{'hand': 'T58J6', 'type': 6, 'hand_card_ranks': [3, 8, 5, 12, 7], 'bet': '198'}
{'hand': 'T2T79', 'type': 6, 'hand_card_ranks': [3, 11, 3, 6, 4], 'bet': '314'}
{'hand': 'TJK95', 'type': 6, 'hand_card_ranks': [3, 12, 1, 4, 8], 'bet': '370'}
{'hand': 'TJ4K6', 'type': 6, 'hand_card_ranks': [3, 12, 9, 1, 7], 'bet': '167'}
{'hand': '9KKQ3', 'type': 6, 'hand_card_ranks': [4, 1, 1, 2, 10], 'bet': '856'}
{'hand': '9KJ58', 'type': 6, 'hand_card_ranks': [4, 1, 12, 8, 5], 'bet': '569'}
{'hand': '9QQ6A', 'type': 6, 'hand_card_ranks': [4, 2, 2, 7, 0], 'bet': '978'}
{'hand': '9TK8T', 'type': 6, 'hand_card_ranks': [4, 3, 1, 5, 3], 'bet': '690'}
{'hand': '9TK8J', 'type': 6, 'hand_card_ranks': [4, 3, 1, 5, 12], 'bet': '786'}
{'hand': '9TQ44', 'type': 6, 'hand_card_ranks': [4, 3, 2, 9, 9], 'bet': '424'}
{'hand': '9T3KJ', 'type': 6, 'hand_card_ranks': [4, 3, 10, 1, 12], 'bet': '889'}
{'hand': '9T269', 'type': 6, 'hand_card_ranks': [4, 3, 11, 7, 4], 'bet': '813'}
{'hand': '99437', 'type': 6, 'hand_card_ranks': [4, 4, 9, 10, 6], 'bet': '243'}
{'hand': '9868A', 'type': 6, 'hand_card_ranks': [4, 5, 7, 5, 0], 'bet': '331'}
{'hand': '98659', 'type': 6, 'hand_card_ranks': [4, 5, 7, 8, 4], 'bet': '847'}
{'hand': '98J32', 'type': 6, 'hand_card_ranks': [4, 5, 12, 10, 11], 'bet': '22'}
{'hand': '977Q3', 'type': 6, 'hand_card_ranks': [4, 6, 6, 2, 10], 'bet': '624'}
{'hand': '974JK', 'type': 6, 'hand_card_ranks': [4, 6, 9, 12, 1], 'bet': '94'}
{'hand': '96A6T', 'type': 6, 'hand_card_ranks': [4, 7, 0, 7, 3], 'bet': '244'}
{'hand': '96586', 'type': 6, 'hand_card_ranks': [4, 7, 8, 5, 7], 'bet': '568'}
{'hand': '9569A', 'type': 6, 'hand_card_ranks': [4, 8, 7, 4, 0], 'bet': '328'}
{'hand': '9454T', 'type': 6, 'hand_card_ranks': [4, 9, 8, 9, 3], 'bet': '327'}
{'hand': '94J8A', 'type': 6, 'hand_card_ranks': [4, 9, 12, 5, 0], 'bet': '16'}
{'hand': '9357J', 'type': 6, 'hand_card_ranks': [4, 10, 8, 6, 12], 'bet': '555'}
{'hand': '93242', 'type': 6, 'hand_card_ranks': [4, 10, 11, 9, 11], 'bet': '614'}
{'hand': '93JQ2', 'type': 6, 'hand_card_ranks': [4, 10, 12, 2, 11], 'bet': '969'}
{'hand': '92479', 'type': 6, 'hand_card_ranks': [4, 11, 9, 6, 4], 'bet': '818'}
{'hand': '9J68A', 'type': 6, 'hand_card_ranks': [4, 12, 7, 5, 0], 'bet': '967'}
{'hand': '8A5T8', 'type': 6, 'hand_card_ranks': [5, 0, 8, 3, 5], 'bet': '72'}
{'hand': '8K69J', 'type': 6, 'hand_card_ranks': [5, 1, 7, 4, 12], 'bet': '613'}
